country,state,city,station,last_update,latitude,longitude,pollutant_id,pollutant_min,pollutant_max,pollutant_avg
India,Bihar,Araria,"Kharahiya Basti, Araria - BSPCB","07-01-2024 09:00:00",26.146529,87.454184,PM10,135,422,291
India,Bihar,Arrah,"New DM Office, Arrah - BSPCB","07-01-2024 09:00:00",25.5626095,84.663264,PM10,99,229,161
India,Bihar,Arrah,"New DM Office, Arrah - BSPCB","07-01-2024 09:00:00",25.5626095,84.663264,NH3,6,11,8
India,Bihar,Aurangabad,"Gurdeo Nagar, Aurangabad - BSPCB","07-01-2024 09:00:00",24.75746,84.366208,PM2.5,33,233,74
India,Bihar,Bettiah,"Kamalnath Nagar, Bettiah - BSPCB","07-01-2024 09:00:00",26.80365,84.51954,CO,60,107,73
India,Bihar,Bhagalpur,"DM Office_Kachari Chowk, Bhagalpur - BSPCB","07-01-2024 09:00:00",25.251013,86.989001,NH3,5,10,7
India,Bihar,Bhagalpur,"DM Office_Kachari Chowk, Bhagalpur - BSPCB","07-01-2024 09:00:00",25.251013,86.989001,SO2,24,32,28
India,Bihar,Bhagalpur,"DM Office_Kachari Chowk, Bhagalpur - BSPCB","07-01-2024 09:00:00",25.251013,86.989001,CO,49,89,68
India,Bihar,Bhagalpur,"Mayaganj, Bhagalpur - BSPCB","07-01-2024 09:00:00",25.265194,87.012947,PM2.5,177,500,385
India,Bihar,Bhagalpur,"Mayaganj, Bhagalpur - BSPCB","07-01-2024 09:00:00",25.265194,87.012947,CO,7,11,9
India,Bihar,Bhagalpur,"Mayaganj, Bhagalpur - BSPCB","07-01-2024 09:00:00",25.265194,87.012947,OZONE,16,36,22
India,Bihar,"Bihar Sharif","D M Colony, Bihar Sharif - BSPCB","07-01-2024 09:00:00",25.204762,85.514960,PM2.5,NA,NA,NA
India,Bihar,"Bihar Sharif","D M Colony, Bihar Sharif - BSPCB","07-01-2024 09:00:00",25.204762,85.514960,CO,NA,NA,NA
India,Bihar,Chhapra,"Darshan Nagar, Chhapra - BSPCB","07-01-2024 09:00:00",25.7808257,84.7446768,PM2.5,177,378,312
India,Bihar,Chhapra,"Darshan Nagar, Chhapra - BSPCB","07-01-2024 09:00:00",25.7808257,84.7446768,NH3,2,3,2
India,Bihar,Chhapra,"Darshan Nagar, Chhapra - BSPCB","07-01-2024 09:00:00",25.7808257,84.7446768,SO2,13,42,28
India,Bihar,Chhapra,"Darshan Nagar, Chhapra - BSPCB","07-01-2024 09:00:00",25.7808257,84.7446768,CO,20,34,22
India,Bihar,Gaya,"Collectorate, Gaya - BSPCB","07-01-2024 09:00:00",24.7955,84.9994,SO2,17,26,22
India,Bihar,Gaya,"Kareemganj, Gaya - BSPCB","07-01-2024 09:00:00",24.792403,84.992416,NO2,30,31,30
India,Bihar,Gaya,"Kareemganj, Gaya - BSPCB","07-01-2024 09:00:00",24.792403,84.992416,OZONE,3,47,21
India,Bihar,Gaya,"SFTI Kusdihra, Gaya - BSPCB","07-01-2024 09:00:00",24.762518,84.982348,PM2.5,133,278,194
India,Bihar,Gaya,"SFTI Kusdihra, Gaya - BSPCB","07-01-2024 09:00:00",24.762518,84.982348,SO2,8,10,9
India,Bihar,Hajipur,"Industrial Area, Hajipur - BSPCB","07-01-2024 09:00:00",25.697189,85.245900,NO2,32,64,44
India,Bihar,Katihar,"Mirchaibari, Katihar - BSPCB","07-01-2024 09:00:00",25.560083,87.553265,SO2,17,22,20
India,Bihar,Kishanganj,"SDM Office_Khagra, Kishanganj - BSPCB","07-01-2024 09:00:00",26.0881305,87.93840336,NO2,29,44,34
India,Bihar,Muzaffarpur,"MIT-Daudpur Kothi, Muzaffarpur - BSPCB","07-01-2024 09:00:00",26.1403345,85.3650192,NO2,5,25,9
India,Bihar,Muzaffarpur,"MIT-Daudpur Kothi, Muzaffarpur - BSPCB","07-01-2024 09:00:00",26.1403345,85.3650192,OZONE,3,63,7
India,Bihar,Patna,"DRM Office Danapur, Patna - BSPCB","07-01-2024 09:00:00",25.586562,85.043586,PM2.5,260,440,358
India,Bihar,Patna,"DRM Office Danapur, Patna - BSPCB","07-01-2024 09:00:00",25.586562,85.043586,OZONE,1,32,3
India,Bihar,Patna,"Rajbansi Nagar, Patna - BSPCB","07-01-2024 09:00:00",25.599486,85.113666,PM2.5,NA,NA,NA
India,Bihar,Patna,"Rajbansi Nagar, Patna - BSPCB","07-01-2024 09:00:00",25.599486,85.113666,SO2,NA,NA,NA
India,Bihar,Patna,"Samanpura, Patna - BSPCB","07-01-2024 09:00:00",25.596727,85.085624,PM2.5,170,433,329
India,Bihar,Purnia,"Mariam Nagar, Purnia - BSPCB","07-01-2024 09:00:00",25.366336,87.117468,NO2,12,13,13
India,Bihar,Saharsa,"Police Line, Saharsa - BSPCB","07-01-2024 09:00:00",25.892357,86.590325,NO2,6,9,7
India,Bihar,Saharsa,"Police Line, Saharsa - BSPCB","07-01-2024 09:00:00",25.892357,86.590325,NH3,9,9,9
India,Bihar,Saharsa,"Police Line, Saharsa - BSPCB","07-01-2024 09:00:00",25.892357,86.590325,SO2,17,18,18
India,Bihar,Samastipur,"DM Office_Kasipur, Samastipur - BSPCB","07-01-2024 09:00:00",25.859655,85.77944,NH3,3,4,4
India,Bihar,Sasaram,"Dada Peer, Sasaram - BSPCB","07-01-2024 09:00:00",24.952822,84.002396,OZONE,3,4,4
India,Bihar,Siwan,"Chitragupta Nagar, Siwan - BSPCB","07-01-2024 09:00:00",26.2271665,84.3570427,PM2.5,77,317,155
India,Bihar,Siwan,"Chitragupta Nagar, Siwan - BSPCB","07-01-2024 09:00:00",26.2271665,84.3570427,PM10,71,181,111
India,Chandigarh,Chandigarh,"Sector 22, Chandigarh - CPCC","07-01-2024 09:00:00",30.735567,76.775714,PM2.5,123,382,263
India,Chandigarh,Chandigarh,"Sector-25, Chandigarh - CPCC","07-01-2024 09:00:00",30.751462,76.762879,PM2.5,89,261,163
India,Chandigarh,Chandigarh,"Sector-53, Chandigarh - CPCC","07-01-2024 09:00:00",30.719859,76.738637,PM10,92,260,154
India,Chhattisgarh,Bhilai,"32Bungalows, Bhilai - CECB","07-01-2024 09:00:00",21.194815,81.314770,CO,38,49,41
India,Chhattisgarh,Bhilai,"Civic Center, Bhilai - Bhilai Steel Plant","07-01-2024 09:00:00",21.185571,81.343175,CO,NA,NA,NA
India,Chhattisgarh,Bilaspur,"Mangala, Bilaspur - NTPC","07-01-2024 09:00:00",22.08815,82.13737,PM2.5,56,135,95
India,Chhattisgarh,Bilaspur,"Mangala, Bilaspur - NTPC","07-01-2024 09:00:00",22.08815,82.13737,PM10,74,142,108
India,Chhattisgarh,Chhal,"Nawapara SECL Colony, Chhal - CECB","07-01-2024 09:00:00",22.118125,83.140608,OZONE,5,60,9
India,Chhattisgarh,Korba,"Rampur, Korba - CECB","07-01-2024 09:00:00",22.368195,82.746431,NO2,22,44,32
India,Chhattisgarh,Korba,"Rampur, Korba - CECB","07-01-2024 09:00:00",22.368195,82.746431,SO2,8,28,13
India,Chhattisgarh,Korba,"Urja Nagar, Korba - CECB","07-01-2024 09:00:00",22.348441,82.549611,PM10,56,111,77
India,Chhattisgarh,Kunjemura,"OP Jindal School, Kunjemura - CECB","07-01-2024 09:00:00",22.126650,83.483212,NO2,24,135,55
India,Chhattisgarh,Milupara,"Govt. Higher Secondary School, Milupara - CECB","07-01-2024 09:00:00",22.1910172,83.5197009,NO2,15,51,27
India,Chhattisgarh,Milupara,"Govt. Higher Secondary School, Milupara - CECB","07-01-2024 09:00:00",22.1910172,83.5197009,SO2,9,39,19
India,Chhattisgarh,Raipur,"AIIMS, Raipur - CECB","07-01-2024 09:00:00",21.258815,81.578979,OZONE,1,5,1
India,Chhattisgarh,Raipur,"Bhatagaon New ISBT, Raipur - CECB","07-01-2024 09:00:00",21.219665,81.630094,NH3,1,2,2
India,Chhattisgarh,Raipur,"Bhatagaon New ISBT, Raipur - CECB","07-01-2024 09:00:00",21.219665,81.630094,CO,37,66,50
India,Chhattisgarh,Raipur,"Siltara Phase-II, Raipur - CECB","07-01-2024 09:00:00",21.371751,81.664929,SO2,1,4,1
India,Chhattisgarh,Tumidih,"OP Jindal Industrial Park, Tumidih - CECB","07-01-2024 09:00:00",22.06631475,83.33820077,CO,NA,NA,NA
India,Chhattisgarh,Tumidih,"OP Jindal Industrial Park, Tumidih - CECB","07-01-2024 09:00:00",22.06631475,83.33820077,OZONE,NA,NA,NA
India,Delhi,Delhi,"Alipur, Delhi - DPCC","07-01-2024 09:00:00",28.815329,77.153010,CO,42,102,51
India,Delhi,Delhi,"Anand Vihar, Delhi - DPCC","07-01-2024 09:00:00",28.647622,77.3158090,OZONE,14,17,15
India,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC","07-01-2024 09:00:00",28.695381,77.181665,OZONE,4,10,5
India,Delhi,Delhi,"Burari Crossing, Delhi - IMD","07-01-2024 09:00:00",28.7256504,77.2011573,CO,97,104,100
India,Delhi,Delhi,"CRRI Mathura Road, Delhi - IMD","07-01-2024 09:00:00",28.5512005,77.2735737,PM2.5,213,358,311
India,Delhi,Delhi,"CRRI Mathura Road, Delhi - IMD","07-01-2024 09:00:00",28.5512005,77.2735737,CO,8,34,21
India,Delhi,Delhi,"DTU, Delhi - CPCB","07-01-2024 09:00:00",28.7500499,77.1112615,PM10,168,500,326
India,Delhi,Delhi,"Dr. Karni Singh Shooting Range, Delhi - DPCC","07-01-2024 09:00:00",28.498571,77.264840,PM10,145,408,265
India,Delhi,Delhi,"Dr. Karni Singh Shooting Range, Delhi - DPCC","07-01-2024 09:00:00",28.498571,77.264840,NH3,6,23,9
India,Delhi,Delhi,"Dr. Karni Singh Shooting Range, Delhi - DPCC","07-01-2024 09:00:00",28.498571,77.264840,OZONE,1,55,14
India,Delhi,Delhi,"Dwarka-Sector 8, Delhi - DPCC ","07-01-2024 09:00:00",28.5710274,77.0719006,PM2.5,278,408,351
India,Delhi,Delhi,"IGI Airport (T3), Delhi - IMD","07-01-2024 09:00:00",28.5627763,77.1180053,PM2.5,216,345,304
India,Delhi,Delhi,"IGI Airport (T3), Delhi - IMD","07-01-2024 09:00:00",28.5627763,77.1180053,NO2,19,42,28
India,Delhi,Delhi,"IHBAS, Dilshad Garden, Delhi - CPCB","07-01-2024 09:00:00",28.6811736,77.3025234,PM10,132,243,189
India,Delhi,Delhi,"IHBAS, Dilshad Garden, Delhi - CPCB","07-01-2024 09:00:00",28.6811736,77.3025234,NH3,6,9,8
India,Delhi,Delhi,"IHBAS, Dilshad Garden, Delhi - CPCB","07-01-2024 09:00:00",28.6811736,77.3025234,CO,34,91,54
India,Delhi,Delhi,"ITO, Delhi - CPCB","07-01-2024 09:00:00",28.628624,77.241060,SO2,8,32,18
India,Delhi,Delhi,"Jahangirpuri, Delhi - DPCC","07-01-2024 09:00:00",28.732820,77.170633,PM2.5,320,500,390
India,Delhi,Delhi,"Jahangirpuri, Delhi - DPCC","07-01-2024 09:00:00",28.732820,77.170633,CO,1,169,169
India,Delhi,Delhi,"Jawaharlal Nehru Stadium, Delhi - DPCC","07-01-2024 09:00:00",28.580280,77.233829,NO2,54,114,82
India,Delhi,Delhi,"Jawaharlal Nehru Stadium, Delhi - DPCC","07-01-2024 09:00:00",28.580280,77.233829,CO,34,96,60
India,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC","07-01-2024 09:00:00",28.611281,77.237738,SO2,3,22,15
India,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC","07-01-2024 09:00:00",28.611281,77.237738,CO,34,109,60
India,Delhi,Delhi,"Mundka, Delhi - DPCC","07-01-2024 09:00:00",28.684678,77.076574,PM2.5,311,453,373
India,Delhi,Delhi,"Mundka, Delhi - DPCC","07-01-2024 09:00:00",28.684678,77.076574,OZONE,4,30,12
India,Delhi,Delhi,"NSIT Dwarka, Delhi - CPCB","07-01-2024 09:00:00",28.60909,77.0325413,PM2.5,249,390,327
India,Delhi,Delhi,"Najafgarh, Delhi - DPCC","07-01-2024 09:00:00",28.570173,76.933762,PM2.5,197,308,266
India,Delhi,Delhi,"Najafgarh, Delhi - DPCC","07-01-2024 09:00:00",28.570173,76.933762,CO,16,36,20
India,Delhi,Delhi,"Najafgarh, Delhi - DPCC","07-01-2024 09:00:00",28.570173,76.933762,OZONE,6,73,32
India,Delhi,Delhi,"Narela, Delhi - DPCC","07-01-2024 09:00:00",28.822836,77.101981,OZONE,7,57,14
India,Delhi,Delhi,"North Campus, DU, Delhi - IMD","07-01-2024 09:00:00",28.6573814,77.1585447,NO2,19,119,64
India,Delhi,Delhi,"Okhla Phase-2, Delhi - DPCC","07-01-2024 09:00:00",28.530785,77.271255,PM10,144,412,275
India,Delhi,Delhi,"Okhla Phase-2, Delhi - DPCC","07-01-2024 09:00:00",28.530785,77.271255,NO2,56,125,88
India,Delhi,Delhi,"Okhla Phase-2, Delhi - DPCC","07-01-2024 09:00:00",28.530785,77.271255,CO,28,105,81
India,Delhi,Delhi,"Okhla Phase-2, Delhi - DPCC","07-01-2024 09:00:00",28.530785,77.271255,OZONE,8,39,18
India,Delhi,Delhi,"Patparganj, Delhi - DPCC","07-01-2024 09:00:00",28.623763,77.287209,CO,22,100,46
India,Delhi,Delhi,"Punjabi Bagh, Delhi - DPCC","07-01-2024 09:00:00",28.674045,77.131023,SO2,1,8,3
India,Delhi,Delhi,"Punjabi Bagh, Delhi - DPCC","07-01-2024 09:00:00",28.674045,77.131023,CO,28,105,46
India,Delhi,Delhi,"Pusa, Delhi - DPCC","07-01-2024 09:00:00",28.639652,77.146275,NO2,37,76,58
India,Delhi,Delhi,"Pusa, Delhi - IMD","07-01-2024 09:00:00",28.636110,77.173332,PM10,NA,NA,NA
India,Delhi,Delhi,"Pusa, Delhi - IMD","07-01-2024 09:00:00",28.636110,77.173332,CO,42,88,67
India,Delhi,Delhi,"R K Puram, Delhi - DPCC","07-01-2024 09:00:00",28.563262,77.186937,PM10,150,410,265
India,Delhi,Delhi,"R K Puram, Delhi - DPCC","07-01-2024 09:00:00",28.563262,77.186937,CO,35,102,61
India,Delhi,Delhi,"Rohini, Delhi - DPCC","07-01-2024 09:00:00",28.732528,77.119920,NO2,37,73,52
India,Delhi,Delhi,"Shadipur, Delhi - CPCB","07-01-2024 09:00:00",28.6514781,77.1473105,PM2.5,278,436,370
India,Delhi,Delhi,"Shadipur, Delhi - CPCB","07-01-2024 09:00:00",28.6514781,77.1473105,NO2,35,53,45
India,Delhi,Delhi,"Shadipur, Delhi - CPCB","07-01-2024 09:00:00",28.6514781,77.1473105,OZONE,10,28,19
India,Delhi,Delhi,"Sirifort, Delhi - CPCB","07-01-2024 09:00:00",28.5504249,77.2159377,PM10,150,339,251
India,Delhi,Delhi,"Sri Aurobindo Marg, Delhi - DPCC","07-01-2024 09:00:00",28.531346,77.190156,SO2,9,14,11
India,Delhi,Delhi,"Sri Aurobindo Marg, Delhi - DPCC","07-01-2024 09:00:00",28.531346,77.190156,CO,22,65,40
India,Delhi,Delhi,"Sri Aurobindo Marg, Delhi - DPCC","07-01-2024 09:00:00",28.531346,77.190156,OZONE,2,11,4
India,Delhi,Delhi,"Vivek Vihar, Delhi - DPCC","07-01-2024 09:00:00",28.672342,77.315260,PM2.5,312,446,382
India,Delhi,Delhi,"Vivek Vihar, Delhi - DPCC","07-01-2024 09:00:00",28.672342,77.315260,PM10,180,422,305
India,Delhi,Delhi,"Vivek Vihar, Delhi - DPCC","07-01-2024 09:00:00",28.672342,77.315260,NO2,39,109,70
India,Delhi,Delhi,"Wazirpur, Delhi - DPCC","07-01-2024 09:00:00",28.699793,77.165453,SO2,8,44,23
India,Delhi,Delhi,"Wazirpur, Delhi - DPCC","07-01-2024 09:00:00",28.699793,77.165453,OZONE,5,33,25
India,Gujarat,Ahmedabad,"Chandkheda, Ahmedabad - IITM","07-01-2024 09:00:00",23.107969,72.574648,PM2.5,41,260,89
India,Gujarat,Ahmedabad,"Chandkheda, Ahmedabad - IITM","07-01-2024 09:00:00",23.107969,72.574648,NO2,5,6,5
India,Gujarat,Ahmedabad,"Chandkheda, Ahmedabad - IITM","07-01-2024 09:00:00",23.107969,72.574648,SO2,3,4,3
India,Gujarat,Ahmedabad,"Gyaspur, Ahmedabad - IITM","07-01-2024 09:00:00",22.977134,72.553024,NH3,4,4,4
India,Gujarat,Ahmedabad,"Maninagar, Ahmedabad - GPCB","07-01-2024 09:00:00",23.002657,72.591912,PM10,72,122,94
India,Gujarat,Ahmedabad,"Raikhad, Ahmedabad - IITM","07-01-2024 09:00:00",23.020509,72.579261,NH3,5,5,5
India,Gujarat,Ahmedabad,"Rakhial, Ahmedabad - IITM","07-01-2024 09:00:00",23.016834,72.625775,NO2,4,6,5
India,Gujarat,Ahmedabad,"Rakhial, Ahmedabad - IITM","07-01-2024 09:00:00",23.016834,72.625775,NH3,4,7,5
India,Gujarat,Ahmedabad,"SAC ISRO Bopal, Ahmedabad - IITM","07-01-2024 09:00:00",23.041137,72.456691,NO2,13,13,13
India,Gujarat,Ahmedabad,"SAC ISRO Satellite, Ahmedabad - IITM","07-01-2024 09:00:00",23.023389,72.515201,PM2.5,77,95,84
India,Gujarat,Ahmedabad,"SAC ISRO Satellite, Ahmedabad - IITM","07-01-2024 09:00:00",23.023389,72.515201,CO,28,40,30
India,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM","07-01-2024 09:00:00",23.076793,72.627874,PM2.5,54,140,77
India,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM","07-01-2024 09:00:00",23.076793,72.627874,PM10,76,143,100
India,Gujarat,Ankleshwar,"GIDC, Ankleshwar - GPCB","07-01-2024 09:00:00",21.613267,73.010555,NO2,37,37,37
India,Gujarat,Ankleshwar,"GIDC, Ankleshwar - GPCB","07-01-2024 09:00:00",21.613267,73.010555,NH3,7,7,7
India,Gujarat,Gandhinagar,"GIFT City, Gandhinagar - IITM","07-01-2024 09:00:00",23.163798,72.677768,OZONE,9,24,10
India,Gujarat,Gandhinagar,"IIPHG Lekawada, Gandhinagar - IITM","07-01-2024 09:00:00",23.243639,72.68994,NO2,13,14,13
India,Gujarat,Gandhinagar,"IIPHG Lekawada, Gandhinagar - IITM","07-01-2024 09:00:00",23.243639,72.68994,OZONE,11,18,12
India,Gujarat,Surat,"Science Center, Surat - SMC","07-01-2024 09:00:00",21.170046,72.795405,PM10,41,75,57
India,Gujarat,Surat,"Science Center, Surat - SMC","07-01-2024 09:00:00",21.170046,72.795405,SO2,13,16,14
India,Gujarat,Vatva,"Phase-4 GIDC, Vatva - GPCB","07-01-2024 09:00:00",22.969611,72.643500,NH3,1,1,1
India,Haryana,Ambala,"Patti Mehar, Ambala - HSPCB","07-01-2024 09:00:00",30.379589,76.778328,CO,30,60,51
India,Haryana,Ambala,"Patti Mehar, Ambala - HSPCB","07-01-2024 09:00:00",30.379589,76.778328,OZONE,18,33,21
India,Haryana,Bahadurgarh,"Arya Nagar, Bahadurgarh - HSPCB","07-01-2024 09:00:00",28.6701,76.9254,PM10,100,165,127
India,Haryana,Bahadurgarh,"Arya Nagar, Bahadurgarh - HSPCB","07-01-2024 09:00:00",28.6701,76.9254,CO,44,58,51
India,Haryana,Bahadurgarh,"Arya Nagar, Bahadurgarh - HSPCB","07-01-2024 09:00:00",28.6701,76.9254,OZONE,41,49,45
India,Haryana,Bhiwani,"H.B. Colony, Bhiwani - HSPCB","07-01-2024 09:00:00",28.806223,76.141105,PM2.5,48,101,80
India,Haryana,Bhiwani,"H.B. Colony, Bhiwani - HSPCB","07-01-2024 09:00:00",28.806223,76.141105,PM10,45,93,74
India,Haryana,Bhiwani,"H.B. Colony, Bhiwani - HSPCB","07-01-2024 09:00:00",28.806223,76.141105,NO2,5,13,7
India,Haryana,Bhiwani,"H.B. Colony, Bhiwani - HSPCB","07-01-2024 09:00:00",28.806223,76.141105,SO2,6,15,11
India,Haryana,Bhiwani,"H.B. Colony, Bhiwani - HSPCB","07-01-2024 09:00:00",28.806223,76.141105,CO,76,90,80
India,Haryana,Dharuhera,"Municipal Corporation Office, Dharuhera -  HSPCB","07-01-2024 09:00:00",28.206800,76.799700,PM10,119,238,173
India,Haryana,Faridabad,"Sector 30, Faridabad - HSPCB","07-01-2024 09:00:00",28.4417,77.3217,NH3,14,14,14
India,Haryana,Fatehabad,"Huda Sector, Fatehabad - HSPCB","07-01-2024 09:00:00",29.503664,75.467934,CO,5,12,6
India,Haryana,Fatehabad,"Huda Sector, Fatehabad - HSPCB","07-01-2024 09:00:00",29.503664,75.467934,OZONE,22,28,24
India,Haryana,Gurugram,"NISE Gwal Pahari, Gurugram - IMD","07-01-2024 09:00:00",28.422681,77.148944,PM2.5,NA,NA,NA
India,Haryana,Gurugram,"NISE Gwal Pahari, Gurugram - IMD","07-01-2024 09:00:00",28.422681,77.148944,NO2,NA,NA,NA
India,Haryana,Gurugram,"Teri Gram, Gurugram - HSPCB","07-01-2024 09:00:00",28.4275,77.1465,NH3,38,60,50
India,Haryana,Gurugram,"Teri Gram, Gurugram - HSPCB","07-01-2024 09:00:00",28.4275,77.1465,OZONE,8,17,16
India,Haryana,Hisar,"Urban Estate-II, Hisar - HSPCB","07-01-2024 09:00:00",29.140560,75.744941,PM10,85,133,103
India,Haryana,Hisar,"Urban Estate-II, Hisar - HSPCB","07-01-2024 09:00:00",29.140560,75.744941,NH3,2,4,3
India,Haryana,Kaithal,"Rishi Nagar, Kaithal - HSPCB","07-01-2024 09:00:00",29.8006,76.4155,NO2,24,26,25
India,Haryana,Kaithal,"Rishi Nagar, Kaithal - HSPCB","07-01-2024 09:00:00",29.8006,76.4155,SO2,5,17,9
India,Haryana,Kaithal,"Rishi Nagar, Kaithal - HSPCB","07-01-2024 09:00:00",29.8006,76.4155,OZONE,7,17,8
India,Haryana,Karnal,"Sector-12, Karnal - HSPCB","07-01-2024 09:00:00",29.695300,77.002700,PM10,97,136,116
India,Haryana,Karnal,"Sector-12, Karnal - HSPCB","07-01-2024 09:00:00",29.695300,77.002700,SO2,NA,NA,NA
India,Haryana,Karnal,"Sector-12, Karnal - HSPCB","07-01-2024 09:00:00",29.695300,77.002700,CO,13,100,34
India,Haryana,Kurukshetra,"Sector-7, Kurukshetra - HSPCB","07-01-2024 09:00:00",29.966942,76.875879,NH3,5,5,5
India,Haryana,Kurukshetra,"Sector-7, Kurukshetra - HSPCB","07-01-2024 09:00:00",29.966942,76.875879,SO2,2,50,20
India,Haryana,Mandikhera,"General Hospital, Mandikhera - HSPCB","07-01-2024 09:00:00",27.9002,76.9938,PM2.5,3,13,6
India,Haryana,Mandikhera,"General Hospital, Mandikhera - HSPCB","07-01-2024 09:00:00",27.9002,76.9938,SO2,31,38,34
India,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB","07-01-2024 09:00:00",28.360699,76.936090,OZONE,6,33,21
India,Haryana,Narnaul,"Shastri Nagar, Narnaul - HSPCB","07-01-2024 09:00:00",28.060249,76.113115,SO2,9,105,35
India,Haryana,Palwal,"Shyam Nagar, Palwal - HSPCB","07-01-2024 09:00:00",28.1485564,77.3320667,PM10,68,207,116
India,Haryana,Panipat,"Sector-18, Panipat - HSPCB","07-01-2024 09:00:00",29.497973,76.993331,PM2.5,121,140,132
